citation,name,publisher,cite_type,edition1,edition2,edition3,edition4,edition5,edition6,start_e1,start_e2,start_e3,start_e4,start_e5,start_e6,end_e1,end_e2,end_e3,end_e4,end_e5,end_e6,mlz_jurisdictions,variations,href,notes
Cal.,California Reports,,state,Cal.,Cal. 2d,Cal. 3d,Cal. 4th,Cal. 5th,,1850-01-01T00:00:00,1934-01-01T00:00:00,1969-01-01T00:00:00,1991-01-01T00:00:00,1991-01-01T00:00:00,,1934-12-31T00:00:00,1969-12-31T00:00:00,1991-12-31T00:00:00,,,,us:ca;supreme.court,"Cal. Rep., Cal.2d, Cal.3d, Cal.4th, Cal.5th, cal. 4th",,
Cal. 4th CJP Supp.,"California Reports, Supplement",,state,Cal. 4th CJP Supp.,Cal. 5th CJP Supp.,,,,,1991-01-01T00:00:00,1991-01-01T00:00:00,,,,,,,,,,,us:ca;supreme.court,,,State of California Commission on Judicial Performance
Cal. App.,California Appellate Reports,,state,Cal. App.,Cal. App. 2d,Cal. App. 3d,Cal. App. 4th,Cal. App. 5th,,1905-01-01T00:00:00,1934-01-01T00:00:00,1969-01-01T00:00:00,1991-01-01T00:00:00,1991-01-01T00:00:00,,1934-12-31T00:00:00,1969-12-31T00:00:00,1991-12-31T00:00:00,,,,us:ca;appeals.court,"Cal. App. Rep., Cal. App.2d, Cal. App.3d, Cal. App.4th, Cal.App., Cal.App. 2d, Cal.App. 3d, Cal.App. 4th, Cal.App.2d, Cal.App.3d, Cal.App.4th, Cal.App.5th",,
Cal. App. LEXIS,LexisNexis California Appeals Court,,state,Cal. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ca;appeals.court,,,
Cal. App. Supp.,"California Appellate Reports, Supplement",,state,Cal. App. Supp.,Cal. App. Supp. 2d,Cal. App. Supp. 3d,Cal. App. Supp. 4th,Cal. App. Supp. 5th,,1929-01-01T00:00:00,1929-01-01T00:00:00,1929-01-01T00:00:00,1991-01-01T00:00:00,1991-01-01T00:00:00,,,,,,,,us:ca;supreme.court,"Cal. App. 2d Supp., Cal. App. 3d Supp., Cal. App. 4th Supp., Cal. App. 5th Supp., Cal.App. 2d Supp., Cal.App. 3d Supp., Cal.App. Supp. 2d, Cal.App. Supp. 3d, Cal.App. Supp.2d, Cal.App. Supp.3d, Cal.App.2d Supp., Cal.App.3d Supp., Cal.App.4th Supp., Cal.App.5th Supp., Cal.App.Supp., Cal.App.Supp.2d",,
Cal. App. Unpub. LEXIS,LexisNexis California Appeals Court Unpublished,,state,Cal. App. Unpub. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ca;appeals.court,,,
Cal. Bankr. Ct. Rep.,California Bankruptcy Court Report,,specialty,Cal. Bankr. Ct. Rep.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Cal. Comm. Jud. Perform. LEXIS,LexisNexis California Commission on Judicial Performance,,state,Cal. Comm. Jud. Perform. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ca;judicial.performance.commission,,,
Cal. Comp. Cases,California Compensation Cases,,specialty,Cal. Comp. Cases,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,Cal. Comp. Cas,,
Cal. Daily Op. Serv.,California Daily Opinions Service,RELX Group,specialty_lexis,Cal. Daily Op. Serv.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ca;supreme.court,Cal. Daily Op. Service,,"Lexis has a page that says this should be Shephardized as Cal. Daily Op. Service, but that violates Blue Book standard. Preferring the latter."
Cal. Dist. Ct.,Reports of Cases Determined in the District Courts of the State of California,,state,Cal. Dist. Ct.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ca;district.court,,,
Cal. I.A.C.,Decisions of the Industrial Accident Commission of California,,specialty,Cal. I.A.C.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ca;iac.court,,,
Cal. Jud. Ethics Op. LEXIS,LexisNexis California Commission on Judicial Ethics,,state,Cal. Jud. Ethics Op. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ca;judicial.ethics.commission,,,
Cal. LEXIS,LexisNexis Supreme Court of California,,state,Cal. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ca;supreme.court,,,
Cal. Rptr.,West's California Reporter,,state,Cal. Rptr.,Cal. Rptr. 2d,Cal. Rptr. 3d,,,,1959-01-01T00:00:00,1992-01-01T00:00:00,2003-01-01T00:00:00,,,,1991-12-31T00:00:00,2003-12-31T00:00:00,,,,,us:ca;supreme.court,"Cal. Rptr.2d, Cal. Rptr.3d, Cal.Rptr., Cal.Rptr. 2d, Cal.Rptr. 3d, Cal.Rptr.2d, Cal.Rptr.3d",,
Cal. Sup.,"California Superior Court, Reports of Cases in Appellate Departments",,state,Cal. Sup.,,,,,,1921-01-01T00:00:00,,,,,,1926-12-31T00:00:00,,,,,,us:ca;superior.court,"Cal. Sup. (Cal.), Cal. Supp.",,
Cal. Super. Ct.,California Superior Court Decisions: Notable Cases,,state,Cal. Super. Ct.,,,,,,1921-01-01T00:00:00,,,,,,1926-12-31T00:00:00,,,,,,us:ca;superior.court,,,
Cal. Super. LEXIS,LexisNexis California Superior Court,,state,Cal. Super. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ca;superior.court,,,
Cal. Unrep.,California Unreported Cases,,state,Cal. Unrep.,,,,,,1855-01-01T00:00:00,,,,,,1910-12-31T00:00:00,,,,,,us:ca;supreme.court,"Cal.Unrep., Cal.Unrep.Cas.",,
Call,"Virginia Reports, Call",,state,Call,,,,,,1779-01-01T00:00:00,,,,,,1825-12-31T00:00:00,,,,,,us:va;supreme.court,"Call (Va.), Call Rep., Va.(Call)",,
Cam. & Nor.,"North Carolina Reports, Conference by Cameron & Norwood",,state,Cam. & Nor.,,,,,,1800-01-01T00:00:00,,,,,,1804-12-31T00:00:00,,,,,,us:nc;supreme.court,"Cam.& N., N.C.(Cam.& Nor.), N.C.Conf., N.C.Conf.Rep.",,
Can. Com. L. Guide (CCH),Canadian Commercial Law Guide,,specialty,Can. Com. L. Guide (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Can. Tax Rep. (CCH),Canadian Tax Reports,,specialty,Can. Tax Rep. (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Car. L. Rep.,Carolina Law Repository,,state,Car. L. Rep.,,,,,,1811-01-01T00:00:00,,,,,,1816-12-31T00:00:00,,,,,,us:nc;supreme.court,"Car.Law.Repos., N.C.(Car.L.Rep.)",,
Car. Law Repos.,Carolina Law Repository (N. C.),,federal,Car. Law Repos.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:nc;supreme.court,Car. Law. Repos.,,
Cates.,Cates' Reports (109-127 Tennessee Reports),,state,Cates.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:tn;supreme.court,Cates,,
Chand.,"Wisconsin Reports, Chandler",,state,Chand.,,,,,,1849-01-01T00:00:00,,,,,,1852-12-31T00:00:00,,,,,,us:wi;supreme.court,"Chand.(Wis.), Chandl.",,
Charlton,R.M. Charlton Reports (Ga.),,state,Charlton,,,,,,1846-01-01T00:00:00,,,,,,,,,,,,us:ga;supreme.court,"Charl. R., Charlet. (Ga.), Charlt., Charlt. R.M., Charlton Rep., Charlton's, Charlton's (Rob't. M.) Rep.",,
Chase,Chase's United States Circuit Court Decisions,,federal,Chase,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,Chase.,,
Chem. Reg. Rep. (BNA),Chemical Regulation Reporter,,specialty,Chem. Reg. Rep. (BNA),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Chest.,Chester County Reports (Pa.),,state,Chest.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:pa;supreme.court,Chester Co. Rep.,,
Chev.,"South Carolina Reports, Cheves",,state,Chev.,,,,,,1839-01-01T00:00:00,,,,,,1840-12-31T00:00:00,,,,,,us:sc;supreme.court,"Cheves, Cheves L.(S.C.), S.C.L.(Chev.)",,
Chev. Eq.,"South Carolina Reports, Cheves' Equity",,state,Chev. Eq.,,,,,,1839-01-01T00:00:00,,,,,,1840-12-31T00:00:00,,,,,,us:sc;supreme.court,"Chev.Ch., Cheves Eq.(S.C.), S.C.Eq.(Chev.Eq.)",,
Chi. Leg. News,Chicago Legal News (1868-1925) (Illinois),,federal,Chi. Leg. News,,,,,,1868-01-01T00:00:00,,,,,,1925-12-31T00:00:00,,,,,,us:c7:il.nd;district.court,Chi Leg. News,,
Chicago Bd. Options Ex. (CCH),Chicago Board Options Exchange,,specialty,Chicago Bd. Options Ex. (CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Chit. Cr. Law,Chitty's Criminal Law,,state,Chit. Cr. Law,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,"Chit. Cr. L., Chit. Crim. Law",,
Cin. L. Bull.,Cincinnati Law Bulletin,,state,Cin. L. Bull.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:oh;supreme.court,"Cin. Law Bul., Cin. Law Bull., Cin.Law. Bul., Cinc. L. Bul.",,
Cin. Sup. Ct. Rep.,Cincinnati Superior Court Reports (Ohio),,state,Cin. Sup. Ct. Rep.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:oh;superior.court,"Cin. R., Cin. Rep., Cin. S.C. Rep., Cin. S.C.R., Cin. Super. (Ohio)",,
City Hall Rec. (NY),City Hall Recorder (N.Y.),,state,City Hall Rec. (NY),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ny;supreme.court,"City H. Rec., N.Y. City H. Rec.",,
Cl. Ch.,Clarke's Chancery Reports,,state,Cl. Ch.,,,,,,1839-01-01T00:00:00,,,,,,1841-12-31T00:00:00,,,,,,us:ny;court.appeals,"Cl.R., Clarke, Clarke Ch., Clarke Ch.(N.Y.)",,
Cl. Ct.,United States Claims Court Reporter,,specialty,Cl. Ct.,,,,,,1983-01-01T00:00:00,,,,,,1992-12-31T00:00:00,,,,,,us:c;court.claims,,,
Clayton's Notebook,Clayton's Notebook,,specialty,Clayton's Notebook,,,,,,1792-01-01T00:00:00,,,,,,1830-12-31T00:00:00,,,,,,us:de;,Clayton’s Notebook,,"Dates are rough, but wide, estimated from a series called Delaware Cases, which had these dates. See: http://www.worldcat.org/oclc/2882722"
Cliff.,Clifford's United States (US) Circuit Court Reports,,federal,Cliff.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Code Rep.,Code Reporter (NY),,federal,Code Rep.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Coffey,"Reports of Decisions in Probate, by James V. Coffey, Judge of the Superior Court in and for the City and County of San Francisco, State of California. Reported and Annotated by Peter V. Ross and Jeremiah V. Coffey",,state,Coffey,,,,,,1880-01-01T00:00:00,,,,,,1915-12-31T00:00:00,,,,,,"us:ca;supreme.court, us:ca;appeals.court",,,
Cold.,"Tennessee Reports, Coldwell",,state,Cold.,,,,,,1860-01-01T00:00:00,,,,,,1870-12-31T00:00:00,,,,,,us:tn;supreme.court,"Col., Coldw., Tenn.(Cold.)",,
Cole. & Cai. Cas.,Coleman & Caines' Cases,,state,Cole. & Cai. Cas.,,,,,,1794-01-01T00:00:00,,,,,,1805-12-31T00:00:00,,,,,,us:ny;court.appeals,"C.& C., Col.& C.Cas., Col.& Cai., Col.& Caines Cas.(N.Y.), Cole.& C.Cas., Cole.& Cai., Colem.& C.Cas.",,
Cole. Cas.,Coleman's Cases,,state,Cole. Cas.,,,,,,1791-01-01T00:00:00,,,,,,1800-12-31T00:00:00,,,,,,us:ny;court.appeals,"C.C., Col.Cas., Col.Cas.(N.Y.), Cole.Cas.Pr., Colem.Cas.",,
Collective Bargaining Negot. & Cont. (BNA),Collective Bargaining Negotiations & Contracts,,specialty,Collective Bargaining Negot. & Cont. (BNA),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Collier Bankr. Cas.,Collier Bankruptcy Cases,,specialty,Collier Bankr. Cas.,Collier Bankr. Cas. 2d,,,,,1750-01-01T00:00:00,1750-01-01T00:00:00,,,,,,,,,,,,"C.B.C., Collier Bankr. Cas. (MB), Collier Bankr. Cas. 2d (MB), Collier Bankr.Cas.2d",,There are a variety of collier bankruptcy cases that need further investigation in Prince book.
Colo.,Colorado Reports,,state,Colo.,,,,,,1864-01-01T00:00:00,,,,,,1980-12-31T00:00:00,,,,,,us:co;supreme.court,Col.,,
Colo. App.,Colorado Court of Appeals Reports,,state,Colo. App.,,,,,,1891-01-01T00:00:00,,,,,,1980-01-01T00:00:00,,,,,,,Colo.App.,,"There were three distinct times this reporter was published, 1891-1905, 1912-1915, and 1970-1980. So, during a span of 110 years, ito was published for only 27 years. This is confirmed by a Colorado Law Librarian and the Indigo Book. Since there just weren't that many volumes in each series, the volume numbering is consecutive and there are no series numbers."
Colo. App. LEXIS,LexisNexis Colorado Court of Appeals,,state,Colo. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:co;appeals.court,,,
Colo. Bankr. Ct. Rep.,Colorado (CO) Bankruptcy Court Reporter,,specialty,Colo. Bankr. Ct. Rep.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,Colo Bankr Ct Rep,,
Colo. Discipl. LEXIS,LexisNexis Colorado Supreme Court Disciplinary Opinions,,state,Colo. Discipl. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:co;supreme.court,,,
Colo. J.,Colorado Journal,,state,Colo. J.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:co;court.appeals,Colorado Journal,,
Colo. J. C.A.R.,"Colorado Journal, Colorado Appellate Reports",,state,Colo. J. C.A.R.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,"us:co;court.appeals, us:co;supreme.court",,,
Colo. L. Rep.,Colorado Law Reporter (Colo.),,state,Colo. L. Rep.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:co;supreme.court,"Col. L. Rep., Col. Law Rep., Colo. Law Rep., Colo. R.",,
Colo. LEXIS,LexisNexis Colorado Supreme Court,,state,Colo. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:co;supreme.court,,,
Comm. Fut. L. Rep.,Commodity Futures Law Reporter (CCH),,specialty,Comm. Fut. L. Rep.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,Comm. Fut. L. Rep. (CCH),,
Commc'ns Reg. (P & F),Communications Regulation,,specialty,Commc'ns Reg. (P & F),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Communications Reg. (P&F),Communications Regulations,,specialty,Communications Reg. (P&F),Communications Reg. 2d (P&F),,,,,1750-01-01T00:00:00,1750-01-01T00:00:00,,,,,,,,,,,,"Comm. Reg. (P & F), Comm. Reg. 2d (P & F)",,
Comp. Gen.,Decisions of the Comptroller General of the United States,,federal,Comp. Gen.,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us;federal,,https://law.resource.org/pub/us/code/blue/IndigoBook.html#T2,
Cong. Index(CCH),Congressional Index,,specialty,Cong. Index(CCH),,,,,,1750-01-01T00:00:00,,,,,,,,,,,,,,,
Conn.,Connecticut Reports,,state,Conn.,,,,,,1814-01-01T00:00:00,,,,,,,,,,,,us:ct;supreme.court,Conn. Rep.,,
Conn. App.,Connecticut Appellate Reports,,state,Conn. App.,,,,,,1983-01-01T00:00:00,,,,,,,,,,,,us:ct;supreme.court,Conn.App.,,
Conn. App. LEXIS,LexisNexis Connecticut Supreme Court,,state,Conn. App. LEXIS,,,,,,1750-01-01T00:00:00,,,,,,,,,,,,us:ct;supreme.court,,,
Conn. Cir. Ct.,Connecticut Circuit Court Reports,,state,Conn. Cir. Ct.,,,,,,1961-01-01T00:00:00,,,,,,1974-12-31T00:00:00,,,,,,us:ct;supreme.court,"Conn. Cir. Ct, Conn.Cir.Ct.",,
